"","site","treatment","transect.point","dark.light","date","ghg","device","real.time","chamber_size","chamber.expansion","ref.redox","redox","air.temp_chamber","soil.temp_thermo","air.temp.phone","salinity","status.ch4","status.co2","status.n2o","status.fan","analyzed_minutes","flag","r2.ch4","rmse.ch4","r2.co2","rmse.co2","r2.h2o_lgr","rmse.h2o_lgr","r2.h2o_licor_ch4","rmse.h2o_licor_ch4","r2.n2o","rmse.n2o","r2.h2o_licor_n2o","rmse.h2o_licor_n2o","mean.tair","se.tair","mean.rh","se.rh","mean.tsoil","se.tsoil","mean.rad","se.rad","mean.vwc","se.vwc","area.m2","volume.m3","flux.ch4.umol","p.ch4","sd.ch4","se.ch4","flux.co2.mmol","p.co2","sd.co2","se.co2","flux.h2o.mmol_lgr","p.h2o_lgr","sd.h2o_lgr","se.h2o_lgr","flux.n2o.umol","p.n2o","sd.n2o","se.n2o","flux.h2o.mmol_licor_n2o","p.h2o_licor_n2o","sd.h2o_licor_n2o","se.h2o_licor_n2o","flux.h2o.mmol_licor_ch4","p.h2o_licor_ch4","sd.h2o_licor_ch4","se.h2o_licor_ch4"
"64","HEI","g","3","L","19450","ch4","lgr","1680529020","0.5","90","297","-20",NA,NA,"4","19","increase","unknown","unknown","on","6","1","0.827935410917744","0.00503182295149163","0.614010356922298","4.29790746955537","0.845228526763495","125.17759435878",NA,NA,NA,NA,NA,NA,"280.009860724234","0.0598670019969878","80.7914763231198","0.373791794465229","7.27","0","353.799259259259","32.0603352800543","66.8392592592593","2.57152758296511","0.1534","0.082414","213.993731294348","5.08107065847139e-140","0.0180725957398375","0.000948565274122771","-105.094576701382","1.27336851067352e-76","0.0154366210761601","0.000810212484881753","5671.41513031869","2.50259324789957e-148","0.449595321683756","0.0235976345455012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","HEI","g","1","L","19450","ch4","lgr","1680529920","0.5","90","297","27",NA,NA,"4","19","unknown","unknown","unknown","on","6","2","0.267760337492021","0.00122334294585977","0.910695258356626","2.91625114951366","0.881346216086685","252.289655585402",NA,NA,NA,NA,NA,NA,"282.407472222222","0.0190905090899156","67.4541388888889","0.272528844359378","7.83185185185185","0.000930189613522174","361.047037037037","1.1683858901349","41.1785185185185","0.00451977937664992","0.1534","0.082414","-14.2131355891735","2.99027653115228e-26","0.00435652836933161","0.000228658438796895","-178.924321805923","1.8876979066259e-191","0.0103852569779794","0.000545084628349075","13210.738560567","3.61392363672464e-169","0.898445563091246","0.0471561625184505",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","WNT","ng","3","L","19450","n2o","licor","1680508980","1","90","297","-166",NA,NA,"5","20","unknown","unknown","unknown","on","6","2",NA,NA,NA,NA,NA,NA,NA,NA,"0.426256726322748","0.378983209054908","0.951822781594992","92.969010063941","283.85147632312","0.0546120169752141","75.284651810585","0.359847952536545","6.14888888888889","0.00768565714405686","550.168518518519","0.30262183094608","96.46","0","0.1534","0.165508",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12.5448819503546","3.14384189620946e-45","0.00269661310111701","0.000141927005321948","15869.5709156849","1.60265676206842e-238","0.661510706929386","0.0348163529962835",NA,NA,NA,NA
"67","WNT","ng","2","L","19450","n2o","licor","1680511320","1","90","297","-200",NA,NA,"4","20","unknown","unknown","unknown","on","6","4",NA,NA,NA,NA,NA,NA,NA,NA,"0.020044084210925","0.29348804709542","0.301479559704589","47.9509778299193","286.555972222222","0.034037235845975","67.3035277777778","0.125442066335487","6.70481481481481","0.0613554641658875","561.701111111111","0.397374335825842","92.8874074074074","3.57259259259259","0.1534","0.165508",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.59673094596315","0.00705535629333277","0.0020685726717552","0.000108872245881852","1198.36282636113","8.16336185557785e-30","0.337969751424522","0.0177878816539222",NA,NA,NA,NA
"68","WNT","ng","1","L","19450","n2o","licor","1680512700","1","90","297","-35",NA,"4.8","4","20","unknown","unknown","unknown","on","6","2",NA,NA,NA,NA,NA,NA,NA,NA,"0.193733301217759","0.280894139807757","0.953990917391761","56.6324363543841","284.469527777778","0.0647760838410011","70.7364722222222","0.326999995974138","4.8",NA,"562.279130434783","0.290898779676342","96.46","0","0.1534","0.165508",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5.27631424768464","1.54364751430069e-18","0.00199432877539627","0.000104964672389277","9881.90729046828","4.11795673991716e-242","0.402086342989006","0.0211624391046846",NA,NA,NA,NA
"69","HEI","ng","1","L","19450","n2o","licor","1680521940","0.5","90","297","109",NA,"8.7","5","19","unknown","unknown","unknown","on","6","4",NA,NA,NA,NA,NA,NA,NA,NA,"0.170032658499925","0.412083646852563","0.0221377677686928","464.590749091806","283.826055555556","0.090255500620225","89.3583333333333","0.457058436212786","8.7",NA,"338.865","24.0894766635367","95.6292307692308","0.165300586882408","0.1534","0.082414",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-3.56707088990485","2.98254778458406e-16","0.00146017513911974","7.68513231115655e-05","-1336.87045179564","0.00461211568031308","1.6462285433314","0.086643607543758",NA,NA,NA,NA
"70","HEI","ng","3","L","19450","n2o","licor","1680523560","1","90","297","-42",NA,"7.2","5","19","unknown","unknown","unknown","on","6","1",NA,NA,NA,NA,NA,NA,NA,NA,"0.836295085192733","0.309753402991842","0.962102694758599","24.2577652133347","283.872111111111","0.011477777013761","61.9750555555556","0.0822218164707631","7.2",NA,"202.167777777778","1.46747688705992","53.5907407407407","0.0105128591171243","0.1534","0.165508",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"26.8845777739329","3.86148064760235e-143","0.00220385586334536","0.000115992413860282","4693.48635578018","3.10904854619327e-257","0.17259089837493","0.00908373149341739",NA,NA,NA,NA
"71","HEI","ng","5","L","19450","n2o","licor","1680525060","0.5","90","297","-30",NA,"7.8","5","19","unknown","unknown","unknown","on","6","2",NA,NA,NA,NA,NA,NA,NA,NA,"0.461812052225613","0.353747111914572","0.945294495973437","66.0005067591957","281.072479108635","0.0128329799212155","72.068217270195","0.243702639139447","7.8",NA,"425.651111111111","44.656317522629","58.4392592592593","0.0338756142948513","0.1534","0.082414",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6.32824343116269","3.11253387465514e-50","0.00126574555195335","6.66181869449134e-05","5298.34153176782","1.29659997029428e-228","0.236156974978479","0.0124293144725515",NA,NA,NA,NA
"72","HEI","g","5","L","19450","n2o","licor","1680527640","0.5","90","297","-60",NA,NA,"4","19","unknown","unknown","unknown","on","6","2",NA,NA,NA,NA,NA,NA,NA,NA,"0.454565115613266","0.282376708305645","0.822294694565324","154.23413935521","282.955821727019","0.108436416361775","76.5276601671309","0.230247275817781","5.815","0.133254239361051","405.417692307692","19.673654326439","53.1169230769231","0.00345383758779127","0.1534","0.082414",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.94515359291453","3.46109102590747e-49","0.00100364949111892","5.28236574273117e-05","6364.559906051","9.71712470097395e-137","0.548193285508071","0.0288522781846353",NA,NA,NA,NA
"73","HEI","g","3","L","19450","n2o","licor","1680529020","0.5","90","297","-20",NA,NA,"4","19","unknown","unknown","unknown","on","6","2",NA,NA,NA,NA,NA,NA,NA,NA,"0.189151083546725","0.265598018550937","0.989378273453994","30.6503241549078","280.009860724234","0.0598670019969878","80.7914763231198","0.373791794465229","7.27","0","353.799259259259","32.0603352800543","66.8392592592593","2.57152758296511","0.1534","0.082414",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.48673153888952","4.31908906642811e-18","0.000953945000847936","5.02076316235756e-05","5734.40448948264","0","0.110086376628354","0.00579401982254492",NA,NA,NA,NA
"74","HEI","g","1","L","19450","n2o","licor","1680529920","0.5","90","297","27",NA,NA,"4","19","unknown","unknown","unknown","on","6","4",NA,NA,NA,NA,NA,NA,NA,NA,"0.408193452883845","0.290840622008341","0.682751338736945","230.745987642759","282.407472222222","0.0190905090899156","67.4541388888889","0.272528844359378","7.83185185185185","0.000930189613522174","361.047037037037","1.1683858901349","41.1785185185185","0.00451977937664992","0.1534","0.082414",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.64263955037584","8.37911530741354e-43","0.00103573991320078","5.45126270105672e-05","6506.27336549876","1.61311622313784e-91","0.821731254603385","0.0432490134001781",NA,NA,NA,NA
"75","SCH","ng","5","L","19451","ch4","lgr","1680604080","0.5","90","302","218",NA,"5.7","6","20","increase","unknown","unknown","on","6","1","0.87687012489426","0.00218096761606285","0.850727202636813","0.584858271315867","0.755920284340034","194.179829242487",NA,NA,NA,NA,NA,NA,"285.70075","0.0365287032114489","79.7653888888889","0.101229785153965","5.7",NA,"424.189166666667","2.0841088223347","96.46","0","0.1534","0.082414","110.616646584239","2.89634945383112e-166","0.00767726169248429","0.000402951736799546","-26.5363272530704","3.64159866949637e-151","0.00205876968040985","0.000108057384471279","6494.73781933562","1.35747567619175e-112","0.683535763445997","0.0358763233660257",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","SCH","ng","3","L","19451","ch4","lgr","1680606180","1","90","302","46",NA,"6.2","6","20","increase","unknown","unknown","on","6","1","0.92484583200573","0.00159478464158495","0.882547288563447","0.619607441866785","0.772857284147878","225.393752229224",NA,NA,NA,NA,NA,NA,"287.487666666667","0.0458244264157153","66.1171111111111","0.101396187821037","6.2",NA,"497.106666666667","2.51848896496821","96.46","0","0.1534","0.165508","212.420815568313","2.05072739881442e-204","0.0112039455345573","0.00058886630366733","64.4897933618633","1.6819271520897e-169","0.00435296895296335","0.000228786968787372","15786.2512198517","6.49938447242375e-118","1.58347356624654","0.0832255229226591",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","SCH","ng","1","L","19451","ch4","lgr","1680609000","1","90","302","143",NA,"5.6","6","20","increase","unknown","unknown","on","6","1","0.933684988706268","0.00363076459922749","0.000584689293392755","0.899697858912064","0.939740980509708","203.647620755152",NA,NA,NA,NA,NA,NA,"286.680277777778","0.0475503587344074","59.2678611111111","0.369218553492899","5.6",NA,"485.718611111111","12.3001892497557","94.9388888888889","0.115675914120373","0.1534","0.165508","518.291891917744","8.68238683732587e-215","0.0255791895994181","0.00134255927280696","0.827881764501824","0.646107976932058","0.00633848366820545","0.000332684113826588","30595.2813633252","2.69331344642191e-222","1.43472289662479","0.0753034227798945",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","SCH","g","5","L","19451","ch4","lgr","1680611220","0.5","90","302","-20",NA,"7.6","6","20","decrease","unknown","unknown","on","6","2","0.179224804983805","0.00322942665598769","0.974102911459455","1.02732955508242","0.585866043144965","278.496090018695",NA,NA,NA,NA,NA,NA,"284.110444444444","0.0768074848658729","83.7601388888889","0.12120823099283","7.6",NA,"421.547142857143","7.71374317108651","96.46","0","0.1534","0.082414","-28.8368572504612","3.2236049797664e-17","0.0114315924804274","0.000600002999621899","-120.398835790159","1.66091131086239e-288","0.0036365627920444","0.000190870046082892","6329.70397994164","4.28614483583004e-71","0.985826323871873","0.0517424630419678",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","SCH","g","3","L","19451","ch4","lgr","1680612960","0.5","90","302","15",NA,"7.5","6","20","decrease","unknown","unknown","on","6","2","0.474736383783396","0.001633875007273","0.986807126234271","0.498876606438375","0.672682923962381","140.509634106769",NA,NA,NA,NA,NA,NA,"285.302777777778","0.0649150828680697","76.5876666666667","0.115194405943307","7.5",NA,"385.454444444444","4.80093214236841","40.8136111111111","0.0234390556509001","0.1534","0.082414","29.5645134079709","2.04857425265701e-52","0.00575945431157872","0.000302292954288666","-82.1209341985784","0","0.00175855375050558","9.23001346580747e-05","3833.9044048827","1.44625186488042e-89","0.495300322467926","0.0259965249551423",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","SCH","g","1","L","19451","ch4","lgr","1680614640","0.5","90","302","59",NA,"7.9","6","20","flat","unknown","unknown","on","6","2","0.370294033995814","0.0011115500054195","0.997901767257477","0.334852507203069","0.781105366004139","135.676621239623",NA,NA,NA,NA,NA,NA,"285.218272980501","0.0799103020881872","80.136713091922","0.166606184315272","7.9",NA,"379.325277777778","15.4131268342059","96.46","0","0.1534","0.082414","16.1998298266892","3.81044130081806e-38","0.00391940522462517","0.000205715423772779","-138.786625027786","0","0.00118071401179584","6.19714138678445e-05","4871.01275278742","3.87823908576676e-121","0.478405519817677","0.0251097777862308",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","SCH","ng","5","L","19451","n2o","licor","1680604080","0.5","90","302","218",NA,"5.7","6","20","unknown","unknown","unknown","on","6","2",NA,NA,NA,NA,NA,NA,NA,NA,"0.399864615631481","0.275242780669931","0.896547364955016","133.604903156481","285.70075","0.0365287032114489","79.7653888888889","0.101229785153965","5.7",NA,"424.189166666667","2.0841088223347","96.46","0","0.1534","0.082414",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.26854021762109","1.04012154808589e-41","0.000968894269984502","5.09944352623422e-05","7472.56682912071","6.21977351938094e-179","0.470308521063019","0.0247530800559484",NA,NA,NA,NA
"82","SCH","ng","3","L","19451","n2o","licor","1680606180","1","90","302","46",NA,"6.2","6","20","unknown","unknown","unknown","on","6","2",NA,NA,NA,NA,NA,NA,NA,NA,"0.577240485806812","0.267999537337949","0.990732391036628","47.1493627282751","287.487666666667","0.0458244264157153","66.1171111111111","0.101396187821037","6.2",NA,"497.106666666667","2.51848896496821","96.46","0","0.1534","0.165508",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11.8742850772862","4.22959580390792e-69","0.00188280201702928","9.9094843001541e-05","18484.6779314356","0","0.331242792910128","0.0174338312057962",NA,NA,NA,NA
"83","SCH","ng","1","L","19451","n2o","licor","1680609000","1","90","302","143",NA,"5.6","6","20","unknown","unknown","unknown","on","6","2",NA,NA,NA,NA,NA,NA,NA,NA,"0.511702139514187","0.258124410448666","0.948293321033237","106.89298962139","286.680277777778","0.0475503587344074","59.2678611111111","0.369218553492899","5.6",NA,"485.718611111111","12.3001892497557","94.9388888888889","0.115675914120373","0.1534","0.165508",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10.0475092455576","7.71554594117096e-58","0.00181853259265659","9.5712241718768e-05","17406.4568964832","5.21406214446667e-233","0.753080211263692","0.0396358005928259",NA,NA,NA,NA
"84","SCH","g","5","L","19451","n2o","licor","1680611220","0.5","90","302","-20",NA,"7.6","6","20","unknown","unknown","unknown","on","6","2",NA,NA,NA,NA,NA,NA,NA,NA,"0.239161020710575","0.249493237354462","0.954963389392151","42.9548092796026","284.110444444444","0.0768074848658729","83.7601388888889","0.12120823099283","7.6",NA,"421.547142857143","7.71374317108651","96.46","0","0.1534","0.082414",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.67247315714077","4.19805166890984e-23","0.000883168173457196","4.64825354451156e-05","3779.01014941105","8.89371562149844e-244","0.152053501950316","0.00800281589212189",NA,NA,NA,NA
"85","SCH","g","3","L","19451","n2o","licor","1680612960","0.5","90","302","15",NA,"7.5","6","20","unknown","unknown","unknown","on","6","2",NA,NA,NA,NA,NA,NA,NA,NA,"0.512174538763607","0.259108795395196","0.929903752719307","134.93923878094","285.302777777778","0.0649150828680697","76.5876666666667","0.115194405943307","7.5",NA,"385.454444444444","4.80093214236841","40.8136111111111","0.0234390556509001","0.1534","0.082414",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5.05121514528812","6.48207790116497e-58","0.000913372615292854","4.80722429101502e-05","9350.75811790377","2.76688816823484e-209","0.475668165733207","0.0250351666175372",NA,NA,NA,NA
"86","SCH","g","1","L","19451","n2o","licor","1680614640","0.5","90","302","59",NA,"7.9","6","20","unknown","unknown","unknown","on","6","2",NA,NA,NA,NA,NA,NA,NA,NA,"0.194681722315658","0.282500280811012","0.767032687234671","143.031009697096","285.218272980501","0.0799103020881872","80.136713091922","0.166606184315272","7.9",NA,"379.325277777778","15.4131268342059","96.46","0","0.1534","0.082414",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.6434025265402","1.24670001045862e-18","0.000996123920647555","5.2427574770924e-05","4939.18451271946","1.29053438043319e-115","0.5043414815186","0.0265442885009789",NA,NA,NA,NA
"87","NES","g","4","L","19479","ch4","lgr","1683022500","0.5","90","290","209",NA,NA,"9","35","decrease","unknown","unknown","on","6","2","0.662371732195505","0.00108246152405979","0.94337539001277","6.51116327961387","0.9588543886904","328.998417947641",NA,NA,NA,NA,NA,NA,"285.269888888889","0.0548177952909441","77.8383888888889","0.351506901815309","10.87","0","480.755277777778","54.3609279773014","47.4455555555556","0.0727677807262019","0.1534","0.082414","28.8709570979162","6.78127000158882e-87","0.00381616110144614","0.00020057297450049","-506.075676091307","1.50318779198339e-226","0.022954763269215","0.00120647557203922","30243.0507704108","1.62477363613559e-251","1.15986659765998","0.0609612349510788",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","NES","g","3","L","19479","ch4","lgr","1683024900","0.5","90","290","209",NA,NA,"9","35","decrease","unknown","unknown","on","6","2","0.267988375058615","0.000921135409111714","0.975945219054179","2.15867123977445","8.45312212060457e-05","601.374755809317",NA,NA,NA,NA,NA,NA,"289.630891364902","0.122062321650912","76.9531754874652","0.262002613552401","10.53","0","808.302285714286","22.8878127163514","57.1205714285714","0.0268733189261775","0.1534","0.082414","10.4452908143978","3.87064184210151e-26","0.00319852999398368","0.000168343683893878","-257.689422820067","1.13501206879353e-292","0.00749572173566425","0.000394511670298118","-103.626347697169","0.861798286191742","2.08820025270294","0.109905276458049",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","NES","g","2","L","19479","ch4","lgr","1683027480","0.5","90","290","39",NA,NA,"9","35","decrease","unknown","unknown","on","6","2","0.610148659488723","0.000953669697472037","0.976353615249395","3.57429478315798","0.713381453664643","639.497650121036",NA,NA,NA,NA,NA,NA,"287.177103064067","0.0639012950506271","77.0756545961003","0.282985490599389","11.5591666666667","0.00446103055927595","503.006111111111","48.2320829029309","57.4697222222222","0.0046374272956457","0.1534","0.082414","22.5810514747129","1.23546916715522e-75","0.00333978367949273","0.000175535133076588","-434.699783035328","8.05953353825205e-295","0.0125173017598548","0.000657894774343483","19095.2601003191","1.02592980065412e-99","2.23954249632724","0.117707740335801",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","NES","ng","5","L","19479","ch4","lgr","1683029820","0.5","90","290","239",NA,NA,"9","35","decrease","unknown","unknown","on","6","2","0.391910014504611","0.000970589682506353","0.881350200722197","10.4483368605554","0.522077486434064","875.503681511019",NA,NA,NA,NA,NA,NA,"288.727388888889","0.0648402403962876","76.382","0.307017357312445","10.9522222222222","0.00174169736182164","580.54","42.0622081366793","44.1277777777778","0.0188271633850865","0.1534","0.082414","14.6582381376965","8.69491189935841e-41","0.0033807873296505","0.000177690237082654","-535.703845071933","1.04427052001181e-168","0.0363939628771541","0.0019128242215364","17214.0699050483","1.11654541971149e-59","3.04958089588528","0.160282413401203",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","NES","ng","3","L","19479","ch4","lgr","1683032340","0.5","90","290","242",NA,NA,"9","35","decrease","unknown","unknown","on","6","2","0.0480141919207889","0.00102722749340764","0.941686425119414","3.13366965549805","0.944877925833178","220.503040702429",NA,NA,NA,NA,NA,NA,"284.910111111111","0.0319079401991522","71.7460555555556","0.364834474439393","10.885","0.00518698003705065","275.567222222222","1.54087295455567","20.1408333333333","0.0166589267742505","0.1534","0.082414","4.39493286416983","2.6007593519994e-05","0.00362600949959974","0.000190578828191019","-239.90404442989","2.98538095305719e-224","0.0110615379868267","0.000581381529130737","17392.2469950475","1.18666628819868e-228","0.778353505341974","0.040909351997787",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","NES","ng","1","L","19479","ch4","lgr","1683036360","0.5","90","290","277",NA,NA,"9","35","decrease","unknown","unknown","on","6","2","0.113784707778492","0.000849193833202813","0.715879364545702","6.88600810804172","0.934750685438964","259.946605679728",NA,NA,NA,NA,NA,NA,"284.157583333333","0.0560717306480782","79.7713333333333","0.205339430325861","14.1616666666667","0.00663683803084111","364.604444444444","37.8141040002323","56.8841666666667","0.0693809074418915","0.1534","0.082414","-5.81830553477458","4.40167589742736e-11","0.00300550701597096","0.000157965941701713","-209.003435776075","2.11881169084455e-100","0.0243712858849888","0.00128092634781629","18813.1462907538","1.82695269519287e-215","0.920015332897242","0.04835493235213",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","NES","ng","2","L","19479","ch4","lgr","1683038280","0.5","90","290","-86",NA,NA,"9","35","decrease","unknown","unknown","on","6","1","0.819487604698763","0.00113211697721579","0.626630669128963","2.93972007484389","0.941632461800701","324.332683115043",NA,NA,NA,NA,NA,NA,"283.979025069638","0.0277970633454809","71.5196657381616","0.408498617605362","10.3882857142857","0.00509548678677884","215.588857142857","24.8362806853384","96.46","0","0.1534","0.082414","46.1466552894189","6.88204320113404e-136","0.00400936139400406","0.00021072735643631","72.8574096687225","5.11946911357501e-79","0.010410938458183","0.000547186777075004","24921.6609626154","3.52630515820107e-224","1.14861535041475","0.0603698825246936",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","NES","ng","4","L","19479","ch4","lgr","1683040500","1","90","290","281",NA,NA,"9","35","decrease","unknown","unknown","on","6","3","0.191165939829697","0.00169098596830512","0.468348752786923","2.73100005350024","0.809540998233641","245.410556270914",NA,NA,NA,NA,NA,NA,"284.817916666667","0.0298651070145688","71.8289722222222","0.205282085057099","11.9919444444444","0.0062337973400564","179.376111111111","12.6130518711535","29.1908333333333","0.0684051596958583","0.1534","0.165508","31.4776129044778","2.21760684647029e-18","0.0119911049411155","0.000629369787784915","-98.1474946442791","1.82766831863699e-51","0.0193660437457909","0.00101645368816095","19373.0569833981","4.70605162311803e-132","1.74025319491662","0.0913396045948381",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","NES","ng","1","L","19479","ch4","lgr","1683043020","0.5","90","290","229",NA,NA,"9","35","decrease","unknown","unknown","on","6","2","0.0863043184327333","0.00189217761361322","0.993322617998327","0.614375531822847","0.761403273580493","407.732464948036",NA,NA,NA,NA,NA,NA,"286.191949860724","0.0571298902979761","70.7655431754875","0.21724186883594","13.1483333333333","0.000745355992499914","206.426388888889","1.84022195662569","65.5963888888889","0.039050542702523","0.1534","0.082414","-11.0448926701026","1.22423660754275e-08","0.00664928046056599","0.000349478422113341","142.318082828219","0","0.00215897027309122","0.000113472958300409","13833.5786833118","4.59104183297293e-114","1.43280815332146","0.0753067246273578",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","NES","g","5","L","19479","ch4","lgr","1683044940","0.5","90","290","241",NA,NA,"9","35","flat","unknown","unknown","on","6","2","0.00526820987156868","0.00176775756899364","0.996926006274352","0.625828225930447","0.0512632657738389","162.179700549482",NA,NA,NA,NA,NA,NA,"284.326861111111","0.029061742970516","70.7762777777778","0.167578928872055","13.41","0","101.211944444444","9.63116326537746","57.325","0.010589752458998","0.1534","0.082414","-3.8074831329","0.268808237073156","0.00625754906758679","0.000409068779524223","333.558389694485","1.96307184955802e-293","0.0022153212071213","0.000144820077743428","1115.74132406535","0.000482377698595024","0.57408744940781","0.0375292706030658",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","HAH","ng","110","L","19485","ch4","lgr","1683537720","0.63","100","280","-57",NA,NA,"15","32","unknown","unknown","unknown","on","4.5","1","0.757080286738496","0.00104235172665283","0.694397663628855","0.482318379556365","0.980951668821488","104.708358383917",NA,NA,NA,NA,NA,NA,"293.145192307692","0.0566980353881751","67.3259230769231","0.0433080905922272","11.45","0","758.482121212121","3.79258119401249","96.46","0","0.1963","0.1275625","54.7850177517967","6.0708127449094e-85","0.00553761591578742","0.000335767284336662","21.6454953853897","1.82180758942137e-71","0.00256237301365142","0.000155366685110545","22370.9597724918","2.95588296043784e-234","0.556275446259112","0.0337291532627047",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","HAH","ng","110","L","19485","ch4","lgr","1683537720","0.63","100","280","-57",NA,NA,"15","32","unknown","unknown","unknown","on","4.5","1","0.757080286738496","0.00104235172665283","0.694397663628855","0.482318379556365","0.980951668821488","104.708358383917",NA,NA,NA,NA,NA,NA,"293.145192307692","0.0566980353881751","67.3259230769231","0.0433080905922272","11.45","0","758.482121212121","3.79258119401249","96.46","0","0.1963","0.1275625","54.7850177517967","6.0708127449094e-85","0.00553761591578742","0.000335767284336662","21.6454953853897","1.82180758942137e-71","0.00256237301365142","0.000155366685110545","22370.9597724918","2.95588296043784e-234","0.556275446259112","0.0337291532627047",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","HAH","ng","240","L","19485","ch4","lgr","1683547500","0.63","100","280","234",NA,NA,"16","32","decrease","unknown","unknown","on","4.5","2","0.242447651090033","0.00112216180190778","0.967530850830967","0.992538082608685","0.955997623928352","374.199019535889",NA,NA,NA,NA,NA,NA,"296.088346153846","0.0419874867944538","61.5811538461538","0.148696666910574","12.1627272727273","0.0778125086433885","659.35","9.95483432886512","59.5681818181818","0.0229023559123531","0.1963","0.1275625","-18.7694538977511","5.12153820817848e-18","0.00590235712533315","0.000357882968645082","-160.190820396567","5.51496438946802e-203","0.00522056107603226","0.000316543010903959","51568.7348779936","3.67139854496771e-185","1.96821549752934","0.119340593974869",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","HAH","ng","370","L","19486","ch4","lgr","1683608760","0.63","100","270","277",NA,"9.3","10","32","decrease","unknown","unknown","unclear","5","2","0.0614272414573952","0.000958563292324489","0.986877703347407","1.62046934469423","0.921996145877297","197.354688594935",NA,NA,NA,NA,NA,NA,"288.720571428571","0.0591586890806911","74.6177857142857","0.0524275311336887","9.3",NA,"333.1225","4.57895500615727","34.0244444444444","0.0873884272281169","0.1963","0.1275625","-6.6756052552007","1.31614423263687e-05","0.00516957449974771","0.000297475584776107","-382.552357361825","2.32993852898256e-284","0.00873926330064252","0.000502888092820382","18470.4421015447","3.14731786189708e-168","1.06434261955934","0.0612460354659749",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","MET","ng","5","L","19486","ch4","lgr","1683621480","0.5","90","270","242",NA,"10.3","16","32","increase","unknown","unknown","off","5","1","0.997140566509921","0.00784443592866819","0.987902038017079","0.383474114626615","0.983005730424335","164.965219376235",NA,NA,NA,NA,NA,NA,"295.566714285714","0.0539729760591894","54.8708928571429","0.1166126315938","10.3",NA,"625.681944444444","3.26532452553413","96.4269444444444","0.02328505019557","0.1534","0.082414","3231.13007678866","0","0.0266990556650419","0.00153635801115078","76.4348496024797","1.18161307438627e-289","0.00130517947059798","7.51046389355355e-05","27674.1118025185","1.62963408975568e-267","0.561470017088895","0.0323089688863022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
