"coast","site","site_full","treatment","transect.point","zone","date","time","datetime","fDOY","month.ghg","month_name.ghg","season.ghg","campaign","ghg","device","dark.light","status.ch4","status.co2","status.n2o","status.fan","flag","analyzed_minutes","area.m2","volume.m3","chamber_size","chamber.expansion","air.temp_chamber","air.temp.phone","soil.temp_thermo","salinity","ref.redox","redox","mean.tair","se.tair","mean.tairC","mean.rh","se.rh","mean.tsoil","se.tsoil","mean.rad","se.rad","mean.vwc","se.vwc","flux.ch4.umol","flux.ch4.umol.absolut","flux.ch4.umol.h","flux.ch4.mmol.h","flux.ch4.mmol.h.co2e","flux.ch4.mg.h","flux.ch4.mg.d","p.ch4","sd.ch4","se.ch4","r2.ch4","rmse.ch4","rmse.ch4_ppb","flux.co2.mmol","flux.co2.mmol.h","flux.co2.mg.h","flux.co2.mg.d","p.co2","sd.co2","se.co2","r2.co2","rmse.co2","flux.h2o.mmol_lgr","flux.h2o.mmol.h_lgr","p.h2o_lgr","sd.h2o_lgr","se.h2o_lgr","r2.h2o_lgr","rmse.h2o_lgr","flux.h2o.mmol_licor_ch4","flux.h2o.mmol.h_licor_ch4","p.h2o_licor_ch4","sd.h2o_licor_ch4","se.h2o_licor_ch4","r2.h2o_licor_ch4","rmse.h2o_licor_ch4","flux.n2o.umol","flux.n2o.umol.h","flux.n2o.mmol.h","flux.n2o.mmol.h.co2e","flux.n2o.mg.h","flux.n2o.mg.d","p.n2o","sd.n2o","se.n2o","r2.n2o","rmse.n2o","flux.h2o.mmol_licor_n2o","flux.h2o.mmol.h_licor_n2o","p.h2o_licor_n2o","sd.h2o_licor_n2o","se.h2o_licor_n2o","r2.h2o_licor_n2o","rmse.h2o_licor_n2o"
"North Sea","NES","Nessmersiel (NES)","Not grazed","4",NA,2023-06-13,"08:37:00",2023-06-13 08:37:00,1686634620,"06","June","Summer","three","ch4","lgr","L","decrease","unknown","unknown","on",1,5.66666666666667,0.1534,0.165508,1,90,NA,NA,NA,NA,303,267,294.679025069638,0.0738132512678548,21.679025069638,69.7451253481894,0.138840475670598,16.51,0,414.297428571429,0.738192016064271,14.1588571428571,0.0203695745617608,-92.0750932667898,92.0750932667898,-3.83646221944958,-0.00383646221944958,-0.122766791022386,-0.0613833955111932,-1.47320149226864,2.01510323567645e-122,0.0088251405571171,0.000477208947618088,0.804164882791788,0.00128750081857412,1.28750081857412,-765.611797955166,-31.9004915814653,-1403.62162958447,-33686.9191100273,8.62638617638816e-321,0.0172930002527993,0.000935098358874577,0.986656311331898,2.52287788925053,68830.8485096846,2867.95202123686,4.02415866252512e-304,1.74346894114697,0.0942760031100689,0.983276605643963,254.354893767074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"North Sea","NES","Nessmersiel (NES)","Not grazed","3",NA,2023-06-13,"10:55:00",2023-06-13 10:55:00,1686642900,"06","June","Summer","three","ch4","lgr","L","decrease","unknown","unknown","on",1,5.66666666666667,0.1534,0.165508,1,90,NA,NA,NA,NA,303,252,296.568333333333,0.0783735845537459,23.568333333333,60.1257777777778,0.233601973989512,16.678,0.00897990286485242,775.924571428571,0.555004329282404,9.746,0.00130930734141593,100.977610796782,100.977610796782,4.20740044986592,0.00420740044986592,0.13463681439571,0.0673184071978548,1.61564177274852,6.14118386233228e-141,0.00838244212617732,0.000452609331535851,0.846736902090124,0.00123076136597377,1.23076136597377,-557.815319943617,-23.2423049976507,-1022.66141989663,-24543.8740775191,2.43252232598646e-318,0.0129544826429343,0.000699476315034832,0.986031548991301,1.90205628778639,71953.3031904903,2998.05429960376,2.85637692479496e-275,2.24759521955916,0.121358734671248,0.97501136285345,330.005661946903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"North Sea","NES","Nessmersiel (NES)","Not grazed","2",NA,2023-06-13,"12:19:00",2023-06-13 12:19:00,1686647940,"06","June","Summer","three","ch4","lgr","L","decrease","unknown","unknown","on",1,5.66666666666667,0.1534,0.082414,0.5,90,NA,NA,NA,NA,303,233,300.290417827298,0.070980185606786,27.290417827298,62.1322562674095,0.363079109309178,17.89,0,835.019714285714,0.558343812292291,66.8648571428571,0.0148004736954143,-74.0455630985793,74.0455630985793,-3.08523179577414,-0.00308523179577414,-0.0987274174647724,-0.0493637087323862,-1.18472900957727,2.49692057715806e-197,0.00398453614201781,0.000215459038501672,0.928969506707807,0.00118963545877304,1.18963545877304,1014.63816999991,42.2765904166627,1860.16997833316,44644.0794799959,1.47010504649337e-251,0.0370889527235117,0.00200554087301991,0.9659204371641,11.0733926650501,20029.3511328655,834.55629720273,0,0.349732603080809,0.0189113732958432,0.992013764910526,104.417249808967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"North Sea","NES","Nessmersiel (NES)","Not grazed","1",NA,2023-06-13,"13:17:00",2023-06-13 13:17:00,1686651420,"06","June","Summer","three","ch4","lgr","L","decrease","unknown","unknown","on",2,5.66666666666667,0.1534,0.082414,0.5,90,NA,NA,NA,NA,303,204,295.99225,0.0732736461274171,22.99225,73.3277222222222,0.253827554073468,19.69,0,822.281714285714,0.516571354205394,96.46,0,24.440702078507,24.440702078507,1.01836258660446,0.00101836258660446,0.0325876027713427,0.0162938013856714,0.391051233256113,3.2042992520402e-31,0.00679037881530963,0.000367181633811918,0.328202867953682,0.00199833823860063,1.99833823860063,-304.300588963087,-12.6791912067953,-557.884413098993,-13389.2259143758,4.71939395136813e-230,0.0129170838316516,0.000698475898678571,0.954397586818909,3.80136414389756,41755.9779588523,1739.83241495218,2.15832885795208e-212,2.01064566990308,0.108723265987364,0.942076466934746,591.71222044126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"North Sea","NES","Nessmersiel (NES)","Grazed","1",NA,2023-06-13,"15:00:00",2023-06-13 15:00:00,1686657600,"06","June","Summer","three","ch4","lgr","L","decrease","unknown","unknown","on",2,5.66666666666667,0.1534,0.082414,0.5,90,NA,NA,NA,NA,303,24,298.732944444444,0.0847966909173709,25.732944444444,67.4391944444444,0.142445085891012,20.2085714285714,0.00769309258162057,948.412857142857,1.05901837943031,96.46,0,-19.4393520698628,19.4393520698628,-0.809973002910949,-0.000809973002910949,-0.0259191360931504,-0.0129595680465752,-0.311029633117804,2.19524371421069e-54,0.00371156261041064,0.000200698320425539,0.508493579839958,0.0011023882265339,1.1023882265339,-95.0930565759414,-3.96221069066423,-174.337270389226,-4184.09448934142,1.66667152103695e-284,0.00275770290220832,0.000149119494617554,0.978187121093374,0.819077981641914,52776.6228416517,2199.02595173549,1.03454322557404e-316,1.22578239227154,0.0662827205571181,0.985898366561057,364.075247913749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"North Sea","MET","Mettgrund (MET)","Grazed","5",NA,2023-06-14,"11:11:00",2023-06-14 11:11:00,1686730260,"06","June","Summer","three","ch4","lgr","L","decrease","unknown","unknown","on",2,5,0.1534,0.082414,0.5,90,NA,21,NA,NA,305,277,299.179292035398,0.081351657078885,26.179292035398,65.0645427728614,0.172660316091059,17.3711428571429,0.00729649885617938,752.971428571429,28.5874648593196,64.7605714285714,0.0917302795028504,26.9952908224206,26.9952908224206,1.12480378426752,0.00112480378426752,0.0359937210965608,0.0179968605482804,0.431924653158729,4.95617731384447e-60,0.00385413300587467,0.000222148533314378,0.591216413470582,0.00114621510422902,1.14621510422902,-200.968780214084,-8.37369917558685,-368.442763725821,-8842.62632941971,9.13037827673594e-152,0.011479772659185,0.000661683095817727,0.900347306070531,3.41407232054901,56081.6609572235,2336.73587321764,2.0019878977857e-262,1.3084864356694,0.0754199043215813,0.981869077987512,389.142490401017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"North Sea","MET","Mettgrund (MET)","Grazed","4",NA,2023-06-14,"11:38:00",2023-06-14 11:38:00,1686731880,"06","June","Summer","three","ch4","lgr","L","decrease","unknown","unknown","on",3,5,0.1534,0.082414,0.5,90,NA,21,NA,NA,305,284,299.396352941176,0.0856015083626871,26.396352941176,62.8657941176471,0.281637410766751,17.4154285714286,0.00973033770167916,742.050857142857,19.8542967657488,96.46,0,-16.3529287200373,16.3529287200373,-0.681372030001552,-0.000681372030001552,-0.0218039049600497,-0.0109019524800248,-0.261646859520596,4.0410596037572e-29,0.00389290805653869,0.000224011686194866,0.342207431970124,0.00115859312725243,1.15859312725243,-41.6539359762237,-1.73558066567599,-76.3655492897435,-1832.77318295384,2.75942885225173e-68,0.00537930240344636,0.00030954406948402,0.638694100758983,1.60096840293396,62205.1175908265,2591.87989961777,2.77911980907975e-219,2.05302108815912,0.11813808830642,0.964369621913846,611.012664131698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"North Sea","MET","Mettgrund (MET)","Grazed","3",NA,2023-06-14,"12:08:00",2023-06-14 12:08:00,1686733680,"06","June","Summer","three","ch4","lgr","L","decrease","unknown","unknown","on",3,5,0.1534,0.082414,0.5,90,NA,21,NA,NA,305,261,298.898352941176,0.027414859232573,25.898352941176,63.2819117647059,0.1596144891868,18.3831428571429,0.00675839258612123,400.004857142857,53.4340679030473,47.2642857142857,0.0305145941507088,-12.4349267591192,12.4349267591192,-0.518121948296632,-0.000518121948296632,-0.0165799023454922,-0.00828995117274612,-0.198958828145907,6.54372280902712e-13,0.00491493502973323,0.000282822729835467,0.158474198650575,0.00146033198949464,1.46033198949464,36.2312352983574,1.50963480409823,66.4239313803219,1594.17435312773,9.34961211314325e-21,0.0106832711555203,0.000614753174456664,0.252825140885659,3.17422764013585,27395.7880902452,1141.49117042688,1.69760250005756e-196,1.08422524825745,0.0623901521817987,0.949451972850593,322.146438207145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"North Sea","MET","Mettgrund (MET)","Not grazed","3",NA,2023-06-14,"12:56:00",2023-06-14 12:56:00,1686736560,"06","June","Summer","three","ch4","lgr","L","flat","unknown","unknown","on",1,5,0.1534,0.082414,0.5,90,NA,22,NA,NA,305,262,300.525634218289,0.0313836068685466,27.525634218289,52.9959292035398,0.312258046981563,15.52,0,572.944285714286,54.0260089298511,47.6311428571429,0.00998125494014006,87.9314578202911,87.9314578202911,3.66381074251213,0.00366381074251213,0.117241943760388,0.0586209718801941,1.40690332512466,1.78530590289469e-173,0.00421003435803167,0.000242260254232547,0.928030152226466,0.00125770115019394,1.25770115019394,26.064694892366,1.08602895384858,47.7852739693377,1146.8465752641,2.76358128464784e-09,0.0126621508677242,0.000728624905992429,0.111310152679666,3.78267737408965,47420.3767055909,1975.84902939962,1.68154700157284e-268,1.06375396272187,0.0612121620713722,0.983261096616774,317.784718285338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"North Sea","MET","Mettgrund (MET)","Grazed","2",NA,2023-06-14,"14:33:00",2023-06-14 14:33:00,1686742380,"06","June","Summer","three","ch4","lgr","L","decrease","unknown","unknown","on",1,5,0.1534,0.082414,0.5,90,NA,23,NA,NA,305,256,301.982647058824,0.0732193925956967,28.982647058824,55.6990882352941,0.201409268321728,19.6022857142857,0.00537791491077309,850.435428571429,1.61898346272624,27.7051428571429,0.00691328557250189,-73.8847166446183,73.8847166446183,-3.07852986019243,-0.00307852986019243,-0.0985129555261577,-0.0492564777630788,-1.18215546631389,1.4472407574683e-147,0.00438639830984388,0.000252408859248554,0.892892314609504,0.00131674097026694,1.31674097026694,-111.760919441093,-4.6567049767122,-204.895018975337,-4917.48045540808,4.39576154241262e-129,0.00780074461622683,0.00044888241121477,0.857773799775308,2.34168429522795,52311.4739533511,2179.6447480563,2.25252868461203e-186,2.24617421355619,0.129252801699492,0.940955853271571,674.272923803867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"North Sea","MET","Mettgrund (MET)","Grazed","1",NA,2023-06-14,"15:21:00",2023-06-14 15:21:00,1686745260,"06","June","Summer","three","ch4","lgr","L","decrease","unknown","unknown","on",1,5,0.1534,0.082414,0.5,90,NA,23,NA,NA,305,263,302.149411764706,0.0743947107386243,29.149411764706,56.6658823529412,0.0964088945836098,19.4422857142857,0.00824096871891722,726.935428571429,0.413731805887439,51.432,0.0449477754845377,-40.2624642543503,40.2624642543503,-1.6776026772646,-0.0016776026772646,-0.0536832856724671,-0.0268416428362336,-0.644199428069606,2.25775246786028e-82,0.00441750744801055,0.000254620896317037,0.710055078468479,0.00132680452002587,1.32680452002587,209.99649782196,8.749854075915,384.99357934026,9239.84590416624,7.61979999963932e-103,0.0186797829549397,0.00107668479000221,0.788392281964658,5.6104988501779,41802.3394614499,1741.76414422708,1.40488771651539e-209,1.48242629484499,0.0854456311301446,0.959085977682675,445.248804162463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"North Sea","MET","Mettgrund (MET)","Not grazed","5",NA,2023-06-14,"18:35:00",2023-06-14 18:35:00,1686756900,"06","June","Summer","three","ch4","lgr","L","increase","unknown","unknown","on",1,5,0.1534,0.082414,0.5,90,NA,23,NA,NA,305,259,303.176794117647,0.0466429135889238,30.176794117647,45.5551764705882,0.238517499750167,16.754,0.030709262829469,352.596,1.14345107886079,52.5737142857143,0.0251886519543011,300.860066388032,300.860066388032,12.5358360995013,0.0125358360995013,0.401146755184043,0.200573377592021,4.81376106220851,2.04160920732931e-244,0.00816027475889582,0.000469571046118923,0.975774219958108,0.00245929730423264,2.45929730423264,169.09016740788,7.04542364199499,309.998640247779,7439.96736594671,0,0.00216727558311222,0.000124712695694539,0.994486360595859,0.653161217796772,49705.6287358354,2071.06786399314,6.04379987250951e-212,1.74374656433554,0.100341339302172,0.960122299839399,525.520445284095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"North Sea","MET","Mettgrund (MET)","Not grazed","4",NA,2023-06-14,"19:04:00",2023-06-14 19:04:00,1686758640,"06","June","Summer","three","ch4","lgr","L","unknown","unknown","unknown","on",1,5,0.1534,0.082414,0.5,90,NA,22,NA,NA,305,275,298.97418879056,0.0182338016293057,25.97418879056,46.4169026548673,0.22264738125672,15.7231428571429,0.00767809750345155,311.589714285714,13.3310080467989,28.8505714285714,0.848655876736176,-90.9225757974942,90.9225757974942,-3.78844065822892,-0.00378844065822892,-0.121230101063326,-0.0606150505316628,-1.45476121275991,3.08000967008558e-193,0.00369249050151571,0.000212478951850333,0.946859571329475,0.00109739601455457,1.09739601455457,60.5016665329462,2.52090277220609,110.919721977068,2662.07332744963,6.78602435413271e-89,0.00620274766618696,0.000356928019764034,0.736558153525274,1.84343617549383,35472.4084779519,1478.01701991466,8.39562453523569e-298,0.631676853117027,0.0363489183258098,0.989324420252569,187.732280099968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"North Sea","HAH","Hamburger Hallig (HAH)","Not grazed","110","PIO",2023-06-19,"11:57:00",2023-06-19 11:57:00,1687165020,"06","June","Summer","three","ch4","lgr","L","unknown","unknown","unknown","on",1,5.5,0.1963,0.200175,1,100,NA,24,NA,31,303,204,300.966151515152,0.0545776833393525,27.966151515152,64.8692727272727,0.183001552602935,18.6694444444444,0.00972596299915957,644.919444444444,19.8418533198334,83.7816666666667,0.143452054929485,-213.430358846965,213.430358846965,-8.89293161862354,-0.00889293161862354,-0.284573811795953,-0.142286905897977,-3.41488574155144,2.21346100509211e-233,0.00941869409058187,0.000516917993460994,0.960358928476767,0.00116031251660023,1.16031251660023,-561.490258800066,-23.3954274500028,-1029.39880780012,-24705.5713872029,0,0.00796024228576649,0.0004368750519179,0.99575805764185,0.980642185691228,82011.6517734734,3417.15215722806,4.33422378958252e-270,2.77856500686112,0.15249356590568,0.976248384896355,342.298382837616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"North Sea","HAH","Hamburger Hallig (HAH)","Not grazed","370","HM",2023-06-19,"19:20:00",2023-06-19 19:20:00,1687191600,"06","June","Summer","three","ch4","lgr","L","unknown","unknown","unknown","on",1,5.5,0.1963,0.200175,1,100,NA,20,NA,31,303,251,294.057294832827,0.00559948043982079,21.057294832827,77.3533738601824,0.0188643478683511,17.51,0,102.385428571429,1.59766617304122,13.972,0.00527878264550525,-163.073782404613,163.073782404613,-6.79474093352554,-0.00679474093352554,-0.217431709872817,-0.108715854936409,-2.60918051847381,1.07315507396385e-178,0.0108136299902715,0.000593475046842238,0.91498218948662,0.00130157768254741,1.30157768254741,295.595170363322,12.3164654318051,541.924478999424,13006.1874959862,0,0.00627969552238239,0.000344643065987438,0.990553239971046,0.755852711113542,2976.77640086241,124.032350035934,4.0485585192683e-70,0.513870684909013,0.0282023177297166,0.613607618238726,61.8518125545858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Baltic Sea","SCH","Schleimünde (SCH)","Not grazed","2",NA,2023-06-21,"13:29:00",2023-06-21 13:29:00,1687343340,"06","June","Summer","three","ch4","lgr","L","increase","unknown","unknown","on",1,5,0.1534,0.165508,1,90,NA,23,NA,16,296,-278,304.461977715877,0.0974080171814459,31.461977715877,74.7416991643454,0.14624972262888,19.11,0,948.406296296296,4.34745804984923,96.46,0,1287.23622714985,1287.23622714985,53.6348427979102,0.0536348427979102,1.71631496953313,0.858157484766564,20.5957796343975,1.81918890327453e-243,0.0353313275575065,0.00202973173451853,0.975113655873033,0.00532460872469103,5.32460872469103,-291.072470577,-12.128019607375,-533.6328627245,-12807.188705388,0,0.0038574956422565,0.000221607334400642,0.994085272746143,0.581343990507794,53673.1420006945,2236.3809166956,1.15492564252188e-130,3.71654885945326,0.213510153295053,0.860266337454073,560.102601595642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Baltic Sea","SCH","Schleimünde (SCH)","Not grazed","5",NA,2023-06-21,"11:20:00",2023-06-21 11:20:00,1687335600,"06","June","Summer","three","ch4","lgr","L","increase","unknown","unknown","on",1,4.5,0.1534,0.082414,0.5,90,NA,22,NA,16,296,-126,301.489230769231,0.0376227198322214,28.489230769231,70.8354180602007,0.35858404443245,19.59,0,496.96,46.4002890770821,96.46,0,980.635588540947,980.635588540947,40.8598161892061,0.0408598161892061,1.3075141180546,0.653757059027298,15.6901694166552,3.31534393603999e-268,0.0159204692964799,0.000963550635123793,0.989144026114509,0.00477047162549836,4.77047162549836,34.4360438352299,1.43483515980124,63.1327470312548,1515.18592875011,4.69582349328031e-56,0.00434481428073562,0.00026296012270338,0.601369703574802,1.30189712742277,6102.55612841044,254.273172017102,1.81311360729717e-29,1.22148379990611,0.073927562641209,0.374775559770067,366.010178465436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Baltic Sea","SCH","Schleimünde (SCH)","Not grazed","4",NA,2023-06-21,"11:53:00",2023-06-21 11:53:00,1687337580,"06","June","Summer","three","ch4","lgr","L","increase","unknown","unknown","on",1,4.5,0.1534,0.082414,0.5,90,NA,22,NA,16,296,-201,298.995133333333,0.042745062975389,25.995133333333,78.3031,0.329354827194334,19.21,0,610.148620689655,48.6029025738382,70.6731034482759,0.0817904679793719,519.952079242163,519.952079242163,21.6646699684235,0.0216646699684235,0.693269438989551,0.346634719494775,8.31923326787461,4.19296401387042e-285,0.00720719993305842,0.000437000685131535,0.991997572875101,0.00214171363749216,2.14171363749216,-293.666753278826,-12.2361147199511,-538.389047677848,-12921.3371442683,5.60200472104048e-190,0.00931514173908213,0.000564813430997579,0.95946742248722,2.76811608989151,19960.3360475496,831.6806686479,9.21993395275614e-118,1.23697767629675,0.0750027884691557,0.861142961112198,367.584080253728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Baltic Sea","SCH","Schleimünde (SCH)","Not grazed","3",NA,2023-06-21,"12:57:00",2023-06-21 12:57:00,1687341420,"06","June","Summer","three","ch4","lgr","L","increase","unknown","unknown","on",1,4.5,0.1534,0.165508,1,90,NA,23,NA,16,296,-92,299.104448160535,0.0860962945091142,26.104448160535,69.2529096989967,0.267101267957329,18.187,0.00434569412997091,957.495,17.5893996666226,54.888,0.0441064542935024,1300.15883666928,1300.15883666928,54.1732848612199,0.0541732848612199,1.73354511555904,0.866772557779518,20.8025413867084,0,0.0125530909608909,0.000761142940584405,0.996103237965358,0.00185817350296518,1.85817350296518,-439.163253421147,-18.2984688925478,-805.132631272103,-19323.1831505305,2.48781808956138e-271,0.00685505437210991,0.000415648724199431,0.989878549870184,1.0147206321794,129328.569181252,5388.69038255216,4.17898672816183e-265,2.13002064396642,0.129151472056172,0.98874478253695,315.296681408464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Baltic Sea","SCH","Schleimünde (SCH)","Not grazed","1",NA,2023-06-22,"14:12:00",2023-06-22 14:12:00,1687432320,"06","June","Summer","three","ch4","lgr","L","increase","unknown","unknown","on",1,5,0.1534,0.165508,1,90,NA,24,NA,14,290,97,302.243366666667,0.0871589291240421,29.243366666667,65.9812666666667,0.193433666311549,18.415,0.012205255178334,804.557777777778,0.323772924324401,44.3161111111111,0.0259648045599756,7351.22424522425,7351.22424522425,306.301010217677,0.306301010217677,9.80163232696567,4.90081616348284,117.619587923588,0,0.0404507553375194,0.00232767940557797,0.998970863824783,0.00605167660918718,6.05167660918718,-387.848084322809,-16.1603368467837,-711.054821258483,-17065.3157102036,4.41538727000464e-275,0.00824153618838935,0.000474247115930763,0.984869344222182,1.23298344762396,105594.55081831,4399.77295076291,3.1529285483003e-279,2.17251233140453,0.125014036696716,0.985802318971768,325.020928519899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Baltic Sea","SCH","Schleimünde (SCH)","Grazed","4",NA,2023-06-22,"14:50:00",2023-06-22 14:50:00,1687434600,"06","June","Summer","three","ch4","lgr","L","increase","unknown","unknown","on",1,5,0.1534,0.082414,0.5,90,NA,24,NA,14,290,-58,302.016923076923,0.0910515319161931,29.016923076923,78.0941137123746,0.0914265249029769,21.26,0,771.284722222222,2.50616663218382,96.46,0,105.08858144464,105.08858144464,4.37869089352669,0.00437869089352669,0.140118108592854,0.070059054296427,1.68141730311425,9.22565532490102e-147,0.00632311731359393,0.000363253598427507,0.890757807235799,0.00189834522680055,1.89834522680055,44.0494151568877,1.83539229820365,80.7572611209608,1938.17426690306,7.38733003451578e-202,0.00168135756856907,9.65914685329307e-05,0.952967577344857,0.50478220734193,14887.4282070659,620.309508627746,5.31030680893009e-31,3.41147126988631,0.195983903707443,0.359869527502404,1024.2021269529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Baltic Sea","SCH","Schleimünde (SCH)","Grazed","1",NA,2023-06-22,"16:21:00",2023-06-22 16:21:00,1687440060,"06","June","Summer","three","ch4","lgr","L","decrease","unknown","unknown","on",2,5,0.1534,0.082414,0.5,90,NA,22,NA,14,290,132,301.248127090301,0.0705114080805989,28.248127090301,75.5221070234114,0.247991749183012,21.36,0,613.991111111111,14.3655766119324,58.0069444444444,0.0407505369415291,16.7111089683381,16.7111089683381,0.696296207014088,0.000696296207014088,0.0222814786244508,0.0111407393122254,0.26737774349341,7.66997892465849e-18,0.00543597759882415,0.00031228875344428,0.218365282785068,0.00162785114905123,1.62785114905123,-58.1960709331869,-2.42483628888279,-106.692796710843,-2560.62712106022,2.48066381795207e-159,0.00314931260092848,0.000180923281685902,0.909864398979427,0.943089268294983,31903.3849773448,1329.30770738937,2.06395217303985e-135,2.11988094616257,0.121783978335486,0.870051870477303,634.816934273063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Baltic Sea","SCH","Schleimünde (SCH)","Grazed","2",NA,2023-06-22,"16:53:00",2023-06-22 16:53:00,1687441980,"06","June","Summer","three","ch4","lgr","L","decrease","unknown","unknown","off",2,5,0.1534,0.082414,0.5,90,NA,22,NA,14,290,200,302.386066666667,0.0685270380661289,29.386066666667,61.2804,0.207242589984971,25.12,0,610.728285714286,1.53972099872073,39.3294285714286,0.0818760519025561,8.03473577904491,8.03473577904491,0.334780657460205,0.000334780657460205,0.0107129810387265,0.00535649051936327,0.128555772464719,0.000572133578019817,0.00688279357012918,0.000395406159270208,0.0387130716114863,0.00206889855716922,2.06889855716922,126.961330283233,5.29005542846805,232.762438852594,5586.29853246226,7.60092654066016e-247,0.00339559422296371,0.000195071791193788,0.976367425177483,1.02068148885213,52387.4234296918,2182.80930957049,0,0.500622678462506,0.0287600214240783,0.996919394246077,150.482144583303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Baltic Sea","SCH","Schleimünde (SCH)","Grazed","3",NA,2023-06-22,"17:15:00",2023-06-22 17:15:00,1687443300,"06","June","Summer","three","ch4","lgr","L","decrease","unknown","unknown","off",3,5,0.1534,0.082414,0.5,90,NA,22,NA,14,290,230,303.08220735786,0.0590567996612153,30.08220735786,65.6180936454849,0.309967259665922,24.4130555555556,0.0146916423949476,571.825277777778,2.10018285243653,20.1052777777778,0.0230302978880276,-9.86463973151811,9.86463973151811,-0.411026655479921,-0.000411026655479921,-0.0131528529753575,-0.00657642648767874,-0.15783423570429,3.08776570300085e-15,0.00351969168007566,0.000202535497034273,0.187553555869951,0.00106041377033707,1.06041377033707,2.27544618428959,0.0948102576787328,4.17165133786424,100.119632108742,0.0143979090834447,0.00274482158443747,0.000157946733522549,0.0197969502532964,0.826960674348917,44662.5897670791,1860.94124029496,7.55423134060887e-177,2.07365520738805,0.119325448442978,0.93166140461003,624.751465957382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
